Continent,Country,State,City
North America,Mexico,Oaxaca,Santa Ana del Valle
,,,
North America,United States,Quebec,Chibougamau
,,,
North America,United States,Quebec,Chibougamau
,,,
North America,United States,Quebec,Chibougamau
,,,
North America,Mexico,Puebla,Dolores Hidalgo
,,,
North America,United States,New York,Manhattan
,,,
North America,United States,Kansas,Smith Center
,,,
North America,United States,New York,New York City
,,,
North America,United States,Kansas,Smith Center
,,,
North America,United States,Kansas,Smith Center
,,,
North America,United States,New York,New York City
,,,
Europe,Switzerland,Zurich,Zurich
,,,
North America,United States,Kansas,Smith Center
,,,
North America,United States,New York,New York City
,,,
North America,United States,New York,New York City
,,,
North America,Mexico,Veracruz,Apazapan
,,,
North America,Mexico,San Luis Potosi,Los Zacatones
,,,
North America,United States,Kansas,Smith Center
,,,
North America,United States,Quebec,Chibougamau
,,,
North America,United States,Quebec,Chibougamau
,,,
North America,United States,Quebec,Chibougamau
,,,
North America,United States,Quebec,Chibougamau
,,,
North America,United States,Quebec,Chibougamau
,,,
North America,United States,Quebec,Chibougamau
,,,
North America,United States,Quebec,Chibougamau
,,,
North America,United States,Quebec,Chibougamau
,,,
North America,United States,Quebec,Chibougamau
,,,
North America,United States,Quebec,Chibougamau
,,,
North America,United States,Quebec,Chibougamau
,,,
North America,United States,Quebec,Chibougamau
,,,
North America,United States,Quebec,Chibougamau
,,,
North America,United States,Quebec,Chibougamau
,,,
North America,Guatemala,Peten,San Francisco
,,,
North America,Mexico,San Luis Potosi,Los Zacatones
,,,
North America,Mexico,Puebla,Dolores Hidalgo
,,,
North America,Mexico,Campeche,Maya Tecun I
,,,
North America,Mexico,Zacatecas,Tabasco
,,,
North America,Mexico,Oaxaca,Santa Ana del Valle
,,,
North America,Mexico,Yucatan,Santa Maria Acu
,,,
North America,Mexico,Zacatecas,Tabasco
,,,
North America,Mexico,Zacatecas,Tabasco
,,,
North America,Mexico,Jalisco,Barranca de Otates (Barranca de Otatan)
,,,
North America,Mexico,Campeche,Tenabo
,,,
North America,Mexico,Oaxaca,Santa Ana del Valle
,,,
North America,Mexico,Jalisco,Barranca de Otates (Barranca de Otatan)
,,,
North America,Mexico,Jalisco,Barranca de Otates (Barranca de Otatan)
,,,
North America,Mexico,Morelos,Teotihuacan de Arista
,,,
North America,Mexico,Jalisco,Barranca de Otates (Barranca de Otatan)
,,,
North America,Mexico,Jalisco,Barranca de Otates (Barranca de Otatan)
,,,
North America,Mexico,Jalisco,Barranca de Otates (Barranca de Otatan)
,,,
North America,Mexico,Campeche,Tenabo
,,,
North America,Mexico,Campeche,Tenabo
,,,
North America,Mexico,Jalisco,Autlan de Navarro
,,,
North America,Mexico,Campeche,Tenabo
,,,
North America,Mexico,Chiapas,Palenque
,,,
North America,Mexico,Campeche,Tenabo
,,,
North America,Mexico,Veracruz,Apazapan
,,,
North America,Mexico,Veracruz,Apazapan
,,,
North America,Mexico,Oaxaca,Santa Ana del Valle
,,,
North America,Mexico,Guerrero,Izotepec
,,,
North America,Mexico,Veracruz,Apazapan
,,,
North America,Mexico,Guerrero,Izotepec
,,,
North America,Guatemala,Alta Verapaz,San Pedro Carcha
,,,
North America,Guatemala,Alta Verapaz,San Pedro Carcha
,,,
North America,Mexico,San Luis Potosi,Los Zacatones
,,,
North America,Mexico,Veracruz,Apazapan
,,,
North America,Mexico,Michoacan,Nuevo Urecho
,,,
North America,Mexico,Morelos,Zaragoza de Guadalupe
,,,
North America,Mexico,Puebla,Dolores Hidalgo
,,,
North America,Mexico,Campeche,Tenabo
,,,
North America,United States,New Jersey,Princeton
,,,
North America,Mexico,Veracruz,Las Choapas
,,,
North America,Mexico,San Luis Potosi,Los Zacatones
,,,
North America,Mexico,Guerrero,Mezcala
,,,
North America,Mexico,Nuevo Leon,General Teran
,,,
North America,Mexico,San Luis Potosi,Los Zacatones
,,,
North America,El Salvador,Santa Ana,Chalchuapa
,,,
North America,Guatemala,Peten,San Jose
,,,
North America,Mexico,Mexico City,Azcapotzalco
,,,
North America,Mexico,Nayarit,Ixtlan del Rio
,,,
North America,Guatemala,Peten,San Jose
,,,
North America,Mexico,Veracruz,Manlio Fabio Altamirano
,,,
North America,Mexico,Campeche,Tenabo
,,,
North America,Mexico,Nayarit,Ixtlan del Rio
,,,
North America,Honduras,Copan,Copan
,,,
North America,Honduras,Cortes,Baja Mar
,,,
North America,El Salvador,Cuscatlan,San Martin
,,,
North America,Mexico,Oaxaca,Santa Ana del Valle
,,,
North America,Mexico,San Luis Potosi,Los Zacatones
,,,
North America,Mexico,Nuevo Leon,General Teran
,,,
North America,Mexico,Nuevo Leon,General Teran
,,,
North America,Mexico,Mexico City,Azcapotzalco
,,,
North America,Mexico,Nuevo Leon,General Teran
,,,
North America,Mexico,Veracruz,Apazapan
,,,
North America,Mexico,Guerrero,Mezcala
,,,
North America,United States,New Jersey,Princeton
,,,
North America,Mexico,Campeche,Tenabo
,,,
North America,Mexico,Guerrero,Mezcala
,,,
North America,Mexico,Guerrero,Izotepec
,,,
North America,Mexico,Veracruz,Apazapan
,,,
North America,Guatemala,Peten,Melchor de Mencos
,,,
North America,Mexico,Veracruz,Apazapan
,,,
North America,Mexico,Oaxaca,Santa Ana del Valle
,,,
North America,Mexico,Campeche,Tenabo
,,,
North America,Honduras,Cortes,Baja Mar
,,,
North America,Mexico,Nuevo Leon,General Teran
,,,
North America,Guatemala,Peten,San Jose
,,,
North America,Guatemala,Escuintla,Tiquisate
,,,
North America,Honduras,Cortes,Baja Mar
,,,
North America,Guatemala,Peten,San Jose
,,,
North America,Mexico,Campeche,Tenabo
,,,
North America,Mexico,Yucatan,Santa Maria Acu
,,,
North America,Mexico,Jalisco,Barranca de Otates (Barranca de Otatan)
,,,
North America,Mexico,Veracruz,Apazapan
,,,
North America,Mexico,Colima,Pueblo Juarez (La Magdalena)
,,,
North America,Mexico,Puebla,Dolores Hidalgo
,,,
North America,Guatemala,Alta Verapaz,San Pedro Carcha
,,,
North America,Mexico,Puebla,Dolores Hidalgo
,,,
North America,Mexico,Jalisco,Barranca de Otates (Barranca de Otatan)
,,,
North America,Guatemala,Alta Verapaz,San Pedro Carcha
,,,
North America,Mexico,Guerrero,Izotepec
,,,
North America,Mexico,Campeche,Tenabo
,,,
North America,Guatemala,Peten,San Jose
,,,
North America,United States,Kansas,Smith Center
,,,
North America,Mexico,Guerrero,Izotepec
,,,
North America,United States,Kansas,Smith Center
,,,
North America,Mexico,Morelos,Teotihuacan de Arista
,,,
North America,United States,Kansas,Smith Center
,,,
North America,United States,Kansas,Smith Center
,,,
North America,United States,Kansas,Smith Center
,,,
North America,Guatemala,Alta Verapaz,San Pedro Carcha
,,,
North America,Mexico,Michoacan,Ciudad Lazaro Cardenas
,,,
North America,Mexico,Guerrero,Izotepec
,,,
North America,Guatemala,Peten,San Francisco
,,,
North America,Guatemala,Peten,San Jose
,,,
North America,United States,Kansas,Smith Center
,,,
North America,Mexico,Veracruz,Apazapan
,,,
North America,Mexico,Puebla,Dolores Hidalgo
,,,
North America,Mexico,Guerrero,Izotepec
,,,
North America,Guatemala,Peten,San Francisco
,,,
North America,Mexico,Guerrero,Mezcala
,,,
North America,Mexico,Colima,Comala
,,,
North America,Guatemala,Alta Verapaz,San Pedro Carcha
,,,
North America,Mexico,Puebla,Dolores Hidalgo
,,,
North America,Mexico,Puebla,Dolores Hidalgo
,,,
North America,Mexico,Guerrero,Mezcala
,,,
North America,Guatemala,Alta Verapaz,San Pedro Carcha
,,,
North America,Mexico,Guerrero,Mezcala
,,,
North America,Mexico,Puebla,Dolores Hidalgo
,,,
North America,Mexico,Nuevo Leon,General Teran
,,,
North America,Mexico,San Luis Potosi,Los Zacatones
,,,
North America,Mexico,Oaxaca,Santa Ana del Valle
,,,
North America,Mexico,Guerrero,Izotepec
